fold,variant,beta,strategy,Train_RMSE,Train_MAE,Train_R2,Val_RMSE,Val_MAE,Val_R2,Test_RMSE,Test_MAE,Test_R2,reserveorgan-8-R2,reserveorgan-8-RMSE,reserveorgan-8-MAE,reserveorgan-7-R2,reserveorgan-7-RMSE,reserveorgan-7-MAE,reserveorgan-6-R2,reserveorgan-6-RMSE,reserveorgan-6-MAE,reserveorgan-5-R2,reserveorgan-5-RMSE,reserveorgan-5-MAE,reserveorgan-4-R2,reserveorgan-4-RMSE,reserveorgan-4-MAE,reserveorgan-3-R2,reserveorgan-3-RMSE,reserveorgan-3-MAE,reserveorgan-2-R2,reserveorgan-2-RMSE,reserveorgan-2-MAE,reserveorgan-1-R2,reserveorgan-1-RMSE,reserveorgan-1-MAE,is_best_beta,best_beta,model_name
1,shared_branches,2.0,no_masking,0.5594891,0.4639304280281067,0.9953751564025879,3.1531289,1.968380331993103,0.8531073331832886,3.824998474120789,2.4364686012268066,0.7711559534072876,0.8931207060813904,2.614015758253843,1.6874759197235107,0.8813427090644836,2.754283862907588,1.8116856813430786,0.8768893480300903,2.8054931673555825,1.8552470207214355,0.8531298637390137,3.0642779113588885,2.0334978103637695,0.8565505743026733,3.02838376792797,2.0944483280181885,0.7279174327850342,4.170727289752746,2.7763030529022217,0.7094955444335938,4.3096087065265145,2.910463571548462,0.37080127000808716,6.342425428891137,4.322625637054443,True,2.0,USB-MHA-AWA-MOCE
2,shared_branches,2.0,no_masking,0.30329576,0.2523702085018158,0.9986408948898315,2.4093359,1.1299656629562378,0.9142347574234009,3.4836526301545923,2.014308214187622,0.8101779222488403,0.8679372668266296,2.9057053906829315,1.6064643859863281,0.867752194404602,2.907740713111728,1.6189522743225098,0.8607825040817261,2.9833787783210703,1.7156929969787598,0.8629690408706665,2.959857351113467,1.6984087228775024,0.8560826778411865,3.0333185118707875,1.791673183441162,0.825833797454834,3.3369017732799753,1.9739888906478882,0.7672039270401001,3.857884663694489,2.371546983718872,0.5728617310523987,5.225714690323057,3.337737798690796,True,2.0,USB-MHA-AWA-MOCE
3,shared_branches,2.0,no_masking,0.4567098,0.34482869505882263,0.996918261051178,2.498944,1.4405205249786377,0.9077365398406982,3.7147273257009163,2.3287277221679688,0.7841604948043823,0.8721604943275452,2.8588671624144313,1.7453501224517822,0.8679731488227844,2.9053105302253965,1.8209521770477295,0.8659789562225342,2.9271699795280584,1.842388391494751,0.8421065211296082,3.1771927778227007,1.98947012424469,0.8560525178909302,3.0336358817272107,1.9795947074890137,0.7395354509353638,4.080710106930733,2.63188099861145,0.7343053817749023,4.121476489187793,2.7638096809387207,0.4951712489128113,5.681113545507022,3.8563756942749023,True,2.0,USB-MHA-AWA-MOCE
4,shared_branches,2.0,no_masking,0.7173165,0.49948641657829285,0.9923978447914124,2.6636739,1.612788438796997,0.8951716423034668,3.4371386251365776,2.1600351333618164,0.8152130842208862,0.9024728536605835,2.4970325024024413,1.4737290143966675,0.8979275226593018,2.5545577736677534,1.5562530755996704,0.8948233723640442,2.5931105227559312,1.5869743824005127,0.878143310546875,2.7911693832297075,1.7522259950637817,0.8764407634735107,2.810600317366725,1.8719946146011353,0.76724773645401,3.8575220022606227,2.4915733337402344,0.7825109958648682,3.728894797418839,2.6239020824432373,0.5221381783485413,5.527294749120255,3.9236276149749756,True,2.0,USB-MHA-AWA-MOCE
5,shared_branches,2.0,no_masking,0.5970016,0.486447811126709,0.9947341680526733,2.7771652,1.7643389701843262,0.8860484957695007,4.242529417980123,2.695932149887085,0.7184686064720154,0.8520988821983337,3.075014508220903,1.916416883468628,0.8397676944732666,3.20063737243752,2.037219285964966,0.8340097665786743,3.257637000902783,2.104043483734131,0.8172402381896973,3.418233527690743,2.252364158630371,0.8222912549972534,3.370667254895549,2.2381129264831543,0.688588559627533,4.461991327609907,2.884816884994507,0.6386644244194031,4.806365822536185,3.2504661083221436,0.25508826971054077,6.901029106464592,4.884018898010254,True,2.0,USB-MHA-AWA-MOCE
6,shared_branches,2.0,no_masking,0.8571753,0.6537755131721497,0.9891443252563477,2.6823454,1.644248366355896,0.8936969041824341,3.3594028205606747,2.186211109161377,0.823477029800415,0.9184701442718506,2.283073010420526,1.463384747505188,0.9136915802955627,2.3490269574095914,1.5299826860427856,0.9069173336029053,2.439472280874549,1.5806663036346436,0.8925967216491699,2.6204162722689546,1.7281523942947388,0.8900911211967468,2.6508056495593637,1.8804773092269897,0.7766238451004028,3.7790259764425334,2.4991118907928467,0.7920771837234497,3.645965457520359,2.672433376312256,0.4973483681678772,5.66885034709971,4.135478973388672,True,2.0,USB-MHA-AWA-MOCE
7,shared_branches,2.0,no_masking,0.58640003,0.5349529981613159,0.9949195384979248,2.0089319,1.2111419439315796,0.9403724670410156,3.9324901134951142,2.4847137928009033,0.7581130862236023,0.8395060896873474,3.203249300894203,2.032593250274658,0.8408052921295166,3.1902576560119975,2.024080991744995,0.8338923454284668,3.2587893551468254,2.0960681438446045,0.8229973316192627,3.3639639805011847,2.126843214035034,0.8194624781608582,3.397388515594163,2.1327567100524902,0.713564395904541,4.279321834991105,2.706469774246216,0.738136887550354,4.091651203776326,2.680264949798584,0.4565398097038269,5.894477535581967,4.078632831573486,True,2.0,USB-MHA-AWA-MOCE
8,shared_branches,2.0,no_masking,0.22876538,0.18096494674682617,0.9992268085479736,2.5333283,1.1499137878417969,0.9051800966262817,3.993923936855973,2.320054054260254,0.750496506690979,0.7838042378425598,3.71779165020493,1.9362133741378784,0.7953175902366638,3.6174431004033445,1.9610472917556763,0.8052346110343933,3.52872099661453,1.9697283506393433,0.8240908980369568,3.3535564333477303,1.9331459999084473,0.8179538249969482,3.411553689725674,2.0549890995025635,0.8067078590393066,3.515349652845744,2.1393580436706543,0.7232409715652466,4.206417113296097,2.645259141921997,0.44762200117111206,5.942643036234258,3.920692205429077,True,2.0,USB-MHA-AWA-MOCE
9,shared_branches,2.0,no_masking,0.7298053,0.5774100422859192,0.9921308159828186,2.6443949,1.5806200504302979,0.8966836333274841,3.6983168407850058,2.254652976989746,0.7860633134841919,0.9102542996406555,2.395345876004578,1.4211894273757935,0.9001914262771606,2.5260698978904603,1.53240168094635,0.890686571598053,2.643615113192391,1.656347632408142,0.8845885992050171,2.7163501539519004,1.7104023694992065,0.8586633801460266,3.0059986540790726,1.9972012042999268,0.7368766665458679,4.1014850718138085,2.6565439701080322,0.7595648765563965,3.920671255482522,2.542207956314087,0.3476805090904236,6.457904661985265,4.520928859710693,True,2.0,USB-MHA-AWA-MOCE
10,shared_branches,2.0,no_masking,0.47744367,0.33444705605506897,0.9966320991516113,2.840489,1.7753735780715942,0.8807927370071411,4.024416076763328,2.545626401901245,0.7466721534729004,0.8559170365333557,3.0350633997320493,1.886841058731079,0.847580075263977,3.1216363733562784,1.9996833801269531,0.8436003923416138,3.1621270182201586,2.043423891067505,0.8274673223495483,3.3212158410408623,2.140874147415161,0.8337560296058655,3.2601260379695853,2.152707099914551,0.6984113454818726,4.391055483094609,2.8400418758392334,0.699346661567688,4.384241860421689,2.884315013885498,0.3672987222671509,6.360054298504977,4.417124271392822,True,2.0,USB-MHA-AWA-MOCE
1,simple_avg,1.0,no_masking,0.63111633,0.583098292350769,0.9941151738166809,2.8331587,1.820438027381897,0.8814072012901306,4.028412049144838,2.6230502128601074,0.746168851852417,0.8426496386528015,3.1717233104796114,2.0663888454437256,0.8352187871932983,3.2457513181014837,2.1158440113067627,0.8307760953903198,3.2892155917459065,2.1719233989715576,0.8051896691322327,3.5291283909787423,2.30151104927063,0.8215540647506714,3.3776513034861804,2.1877851486206055,0.743071436882019,4.0529162703909645,2.675049066543579,0.7037764191627502,4.351823288723853,2.965811252593994,0.38711482286453247,6.259663854476925,4.500087261199951,True,1.0,OSB-MHA-APA-MOCE
2,simple_avg,1.0,no_masking,0.3120983,0.26479020714759827,0.9985608458518982,2.9279718,1.4899204969406128,0.8733367919921875,3.8322132934508573,2.427866220474243,0.770291805267334,0.8507347106933594,3.0891631060335274,1.89716374874115,0.8463228344917297,3.1344845084231827,1.9402697086334229,0.843726396560669,3.160852381511981,2.0243067741394043,0.8075113892555237,3.5080355634898392,2.1947710514068604,0.8178043365478516,3.4129544692580525,2.198993444442749,0.7655423283576965,3.87162855594011,2.4957773685455322,0.727008581161499,4.177687578264669,2.746319532394409,0.5036841034889221,5.63301024704903,3.9253251552581787,True,1.0,OSB-MHA-APA-MOCE
3,simple_avg,1.0,no_masking,0.1571055,0.12212482839822769,0.9996353387832642,2.738445,1.3942075967788696,0.8892038464546204,3.6849531009748655,2.2466318607330322,0.7876065969467163,0.8682731986045837,2.9020072567386976,1.6391161680221558,0.8610503077507019,2.9805077866463905,1.704816222190857,0.8553599715232849,3.040924835319831,1.79958975315094,0.8340803384780884,3.2569450119947105,1.929805874824524,0.8156694173812866,3.4328922253789,2.018214702606201,0.7901039123535156,3.6632250904571086,2.313122510910034,0.7551097869873047,3.9568277139087256,2.639335870742798,0.5212057828903198,5.5326843126212255,3.9290542602539062,True,1.0,OSB-MHA-APA-MOCE
4,simple_avg,1.0,no_masking,0.6203676,0.5050262212753296,0.9943138957023621,2.9831543,1.8213677406311035,0.8685174584388733,3.56370925457213,2.3831064701080322,0.8013531565666199,0.8903757333755493,2.6473705201730913,1.784881591796875,0.8849139213562012,2.7125194671916733,1.8410979509353638,0.8743685483932495,2.834070352923481,1.9287313222885132,0.8647734522819519,2.940305465866596,1.95883047580719,0.8579142689704895,3.0139544509655614,2.0868513584136963,0.7865367531776428,3.694222222881462,2.5747015476226807,0.7545367479324341,3.9614543991343507,2.8221001625061035,0.497406005859375,5.668525652667647,4.067656993865967,True,1.0,OSB-MHA-APA-MOCE
5,simple_avg,1.0,no_masking,0.23464005,0.20322869718074799,0.9991865754127502,2.5717483,1.4342166185379028,0.9022822380065918,4.424687114796115,2.583803415298462,0.6937738656997681,0.8458669781684875,3.1391300420107315,1.8321276903152466,0.8049612045288086,3.5311969314233456,1.97732412815094,0.765562891960144,3.871458711944191,2.124727487564087,0.749956488609314,3.9982433037893514,2.2224013805389404,0.792868971824646,3.6390167744483946,2.0966274738311768,0.6773402690887451,4.54186085043798,2.7003846168518066,0.6362212896347046,4.822586982065223,3.035259246826172,0.27741295099258423,6.796831784165773,4.681576251983643,True,1.0,OSB-MHA-APA-MOCE
6,simple_avg,1.0,no_masking,0.94846016,0.7890705466270447,0.9867091178894043,3.2038052,1.958262324333191,0.8483477830886841,3.846936401571304,2.5143954753875732,0.7685233950614929,0.8574780821800232,3.0185771189719754,1.8541126251220703,0.8531349897384644,3.0642248473472207,1.9041379690170288,0.8491030931472778,3.1060015143435606,1.9655357599258423,0.8334734439849854,3.2628956755767207,2.124528646469116,0.843174934387207,3.1664251101534755,2.2153146266937256,0.7418867349624634,4.062249513386492,2.761249303817749,0.7369877099990845,4.100619543764112,2.914702892303467,0.4329482913017273,6.021057371131343,4.37558126449585,True,1.0,OSB-MHA-APA-MOCE
7,simple_avg,1.0,no_masking,0.7351664,0.6564897298812866,0.9920147657394409,2.5652223,1.4265766143798828,0.9027775526046753,4.490240959039866,2.849950075149536,0.6846328973770142,0.7693464756011963,3.840090614680216,2.376065254211426,0.7732946276664734,3.807082908463069,2.314905881881714,0.7795061469078064,3.7545654480234076,2.347520351409912,0.7274144887924194,4.174580700314404,2.5386109352111816,0.7620636224746704,3.900244773617217,2.434440851211548,0.6760744452476501,4.55076134149347,2.9157800674438477,0.6794784069061279,4.52678739537487,3.076634645462036,0.3098849654197693,6.642356736515792,4.795644283294678,True,1.0,OSB-MHA-APA-MOCE
8,simple_avg,1.0,no_masking,0.31870326,0.2777995467185974,0.99849933385849,2.2051752,1.1346615552902222,0.9281539916992188,3.7643743313797167,2.313856601715088,0.7783525586128235,0.8609954118728638,2.981096154168045,1.6580700874328613,0.8500763773918152,3.095968048601113,1.7418910264968872,0.8381302952766418,3.216949700139867,1.835595965385437,0.827678382396698,3.3191840913433173,1.9485937356948853,0.8248988389968872,3.345846356801632,2.026172399520874,0.7772313952445984,3.773883042973894,2.4496078491210938,0.7475214004516602,4.017665003466332,2.7313928604125977,0.5002883672714233,5.652247408959973,4.1195268630981445,True,1.0,OSB-MHA-APA-MOCE
9,simple_avg,1.0,no_masking,0.83080584,0.7325304746627808,0.9898020029067993,3.1467228,1.973446011543274,0.8537036180496216,4.431520543629836,2.8618874549865723,0.6928272843360901,0.8406698703765869,3.191614375337631,2.1607677936553955,0.8253484964370728,3.341547160179855,2.1771395206451416,0.8160204887390137,3.429621598081962,2.25698184967041,0.7557613849639893,3.9515605740978033,2.5828256607055664,0.7839298248291016,3.7167114312137604,2.40173602104187,0.6808746457099915,4.516916901998591,2.9693403244018555,0.6381086111068726,4.81006074989959,3.264796733856201,0.20190489292144775,7.143133545023572,5.0815110206604,True,1.0,OSB-MHA-APA-MOCE
