fold,variant,beta,strategy,Train_RMSE,Train_MAE,Train_R2,Val_RMSE,Val_MAE,Val_R2,Test_RMSE,Test_MAE,Test_R2,reserveorgan-8-R2,reserveorgan-8-RMSE,reserveorgan-8-MAE,reserveorgan-7-R2,reserveorgan-7-RMSE,reserveorgan-7-MAE,reserveorgan-6-R2,reserveorgan-6-RMSE,reserveorgan-6-MAE,reserveorgan-5-R2,reserveorgan-5-RMSE,reserveorgan-5-MAE,reserveorgan-4-R2,reserveorgan-4-RMSE,reserveorgan-4-MAE,reserveorgan-3-R2,reserveorgan-3-RMSE,reserveorgan-3-MAE,reserveorgan-2-R2,reserveorgan-2-RMSE,reserveorgan-2-MAE,reserveorgan-1-R2,reserveorgan-1-RMSE,reserveorgan-1-MAE,is_best_beta,best_beta,model_name
10,simple_avg,1.0,no_masking,0.42076355,0.3358883261680603,0.997384250164032,3.37166,2.1302945613861084,0.8320406675338745,4.317806130817501,2.6758852005004883,0.708389401435852,0.8201842904090881,3.3905898413175692,2.0521132946014404,0.8021673560142517,3.556398621254271,2.1218578815460205,0.7857152223587036,3.701323896119384,2.215263843536377,0.7577954530715942,3.935071286982025,2.351612091064453,0.7996343970298767,3.5790933023438107,2.2665657997131348,0.6698622703552246,4.594190926702557,2.922727346420288,0.6855770349502563,4.483514683304302,2.890048027038574,0.3461788296699524,6.465333487870135,4.586893558502197,True,1.0,OSB-MHA-APA-MOCE
1,learned_weights,1.0,no_masking,0.33821252,0.3080459535121918,0.9983099699020386,2.795851,1.736307978630066,0.8845099210739136,3.934419547170426,2.422347068786621,0.7578756809234619,0.8100912570953369,3.484447803506508,1.965355634689331,0.8192214965820312,3.399655038499986,1.9404375553131104,0.811119794845581,3.474999099841104,2.0064446926116943,0.793147087097168,3.6365725511446585,2.1372437477111816,0.8210909962654114,3.3820305112052353,2.055915594100952,0.7202021479606628,4.229447429088098,2.690922975540161,0.7435846328735352,4.048866753916063,2.7287745475769043,0.5445480346679688,5.39613427853473,3.853682518005371,True,1.0,OSB-MHA-AWA-MOCE
2,learned_weights,1.0,no_masking,0.76377517,0.6855564117431641,0.9913811683654785,2.8920255,1.7822688817977905,0.8764277696609497,4.205719668099117,2.72033429145813,0.7233327627182007,0.8244287967681885,3.3503338889368024,2.1564629077911377,0.8179934620857239,3.411182437058517,2.1878912448883057,0.8165683150291443,3.424511455581894,2.2263190746307373,0.769781231880188,3.836469997885782,2.4391016960144043,0.7799306511878967,3.750949739351829,2.442634344100952,0.6929764747619629,4.4304444004466665,2.856544017791748,0.7015368938446045,4.36824254921244,2.96529483795166,0.38344621658325195,6.278370363217243,4.488427639007568,True,1.0,OSB-MHA-AWA-MOCE
3,learned_weights,1.0,no_masking,0.19195414,0.1487547904253006,0.9994556307792664,2.555233,1.2579530477523804,0.9035332798957825,3.8363549030636808,2.332996129989624,0.7697950601577759,0.8757296800613403,2.8186759110079302,1.5466917753219604,0.8588204979896545,3.004327672558225,1.6742818355560303,0.8387481570243835,3.2108038435914277,1.859201431274414,0.8277760148048401,3.3182436971726,1.9756287336349487,0.8112148642539978,3.474124216278024,2.0605568885803223,0.7814229130744934,3.7382105837593302,2.4102859497070312,0.7133535146713257,4.280897139883838,2.890064001083374,0.4512949585914612,5.922852770120445,4.24725866317749,True,1.0,OSB-MHA-AWA-MOCE
4,learned_weights,1.0,no_masking,1.0913318,0.8186782002449036,0.9824033379554749,3.0511518,1.90292227268219,0.8624551892280579,3.542483261811873,2.3967177867889404,0.8037124872207642,0.8904334902763367,2.646673734865271,1.7805707454681396,0.8856491446495056,2.703841274376868,1.8448361158370972,0.8776047825813293,2.7973299988337965,1.9547487497329712,0.8654311895370483,2.9331455828084514,2.0105834007263184,0.8639141917228699,2.9496323049242816,2.130302667617798,0.7823331356048584,3.730419026787404,2.5949347019195557,0.7618911862373352,3.901657945399672,2.832331418991089,0.5024426579475403,5.640050800716955,4.025434494018555,True,1.0,OSB-MHA-AWA-MOCE
5,learned_weights,1.0,no_masking,0.2526289,0.21999087929725647,0.9990570545196533,2.667476,1.4248820543289185,0.8948721885681152,4.478136568127722,2.581757068634033,0.6863309144973755,0.7927579879760742,3.639991541422982,1.8686569929122925,0.7683975696563721,3.8479817983708373,2.00234317779541,0.7273238301277161,4.175274667442129,2.1480376720428467,0.7245427370071411,4.196513027280479,2.262148141860962,0.7412914633750916,4.066931083296015,2.30873703956604,0.6715195178985596,4.58264499466135,2.729046106338501,0.618381142616272,4.939424743208792,3.100262403488159,0.4464329481124878,5.949035681790192,4.234825611114502,True,1.0,OSB-MHA-AWA-MOCE
6,learned_weights,1.0,no_masking,0.60626674,0.42829275131225586,0.9945694208145142,3.0555537,1.8541591167449951,0.8620580434799194,3.6567960152109653,2.3171679973602295,0.7908400297164917,0.8847733736038208,2.714175354714602,1.6737762689590454,0.8833541870117188,2.730838777848855,1.7026195526123047,0.8717566728591919,2.863378671443346,1.7875456809997559,0.8481703400611877,3.1155861013235926,1.9438626766204834,0.8391788005828857,3.2065140821777316,2.0671448707580566,0.7696329951286316,3.837705123339793,2.546952247619629,0.7709344029426575,3.8268496510377763,2.674978733062744,0.4589196443557739,5.881557295227261,4.140463352203369,True,1.0,OSB-MHA-AWA-MOCE
7,learned_weights,1.0,no_masking,0.70049655,0.6023299098014832,0.9927501678466797,2.3500278,1.3256865739822388,0.9184051752090454,4.395968731908695,2.795375108718872,0.6977361440658569,0.7717680335044861,3.8198797374788214,2.3549091815948486,0.7674987316131592,3.855441417036788,2.3473238945007324,0.7678835988044739,3.8522490533667524,2.3933939933776855,0.7169162631034851,4.254209789589353,2.600529909133911,0.7526034712791443,3.9770244937072445,2.4444406032562256,0.6559288501739502,4.690137400942715,2.968630075454712,0.6747223138809204,4.560249296032814,3.059882164001465,0.47456759214401245,5.795886508122727,4.193890571594238,True,1.0,OSB-MHA-AWA-MOCE
8,learned_weights,1.0,no_masking,0.3012368,0.2668886184692383,0.9986593127250671,2.5884852,1.1165053844451904,0.9010062217712402,4.030324903695197,2.3963980674743652,0.7459277510643005,0.8554401397705078,3.040082196580035,1.6685470342636108,0.8449206352233887,3.1487522015293203,1.7374322414398193,0.8321517109870911,3.2758191896875797,1.8780876398086548,0.8215381503105164,3.377801650643339,1.963653802871704,0.8192607760429382,3.3992855723885462,2.032500743865967,0.7645371556282043,3.879918944898454,2.4420855045318604,0.7101020812988281,4.3051070824041995,2.855633497238159,0.3194713592529297,6.596060831560936,4.5932440757751465,True,1.0,OSB-MHA-AWA-MOCE
9,learned_weights,1.0,no_masking,1.2207402,0.9859796762466431,0.977982759475708,3.4212627,2.2126760482788086,0.8270623683929443,4.692724952569535,3.1691787242889404,0.6555491089820862,0.7852708697319031,3.7051595901115784,2.6245276927948,0.7701224088668823,3.8336260448873434,2.625246286392212,0.7551083564758301,3.956839162338572,2.718980550765991,0.7306512594223022,4.14972122359087,2.806530237197876,0.7463741302490234,4.02678296895941,2.735617160797119,0.652854859828949,4.711042159453618,3.2593984603881836,0.6483933925628662,4.741218480458727,3.3241426944732666,0.15561747550964355,7.347355643272651,5.2589874267578125,True,1.0,OSB-MHA-AWA-MOCE
10,learned_weights,1.0,no_masking,0.95486724,0.8318871259689331,0.9865289330482483,3.9503715,2.376824140548706,0.7694355249404907,4.5475935220774755,2.951575756072998,0.6765252351760864,0.8183302879333496,3.4080243170322886,2.326587677001953,0.8096560835838318,3.4884374910330864,2.3367457389831543,0.7897136211395264,3.666629111935734,2.4643869400024414,0.7657665610313416,3.8697766200612103,2.5329980850219727,0.7880738377571106,3.680897637230827,2.488790988922119,0.6575326919555664,4.679193690361508,3.132108211517334,0.6466045379638672,4.75326405860388,3.1786720752716064,0.136524498462677,7.429959618110842,5.152315139770508,True,1.0,OSB-MHA-AWA-MOCE
1,no_attention_shared,1.0,no_masking,0.34242824,0.2844896614551544,0.9982675909996033,1.6706309,1.1244728565216064,0.9587638974189758,3.0281244268111718,1.8097635507583618,0.8565751314163208,0.9068276286125183,2.440647440671631,1.4826136827468872,0.9066071510314941,2.4435334482856224,1.5058437585830688,0.8901575207710266,2.650004325719218,1.5816247463226318,0.884531557559967,2.717021962980895,1.643604040145874,0.8889172673225403,2.6649235651101963,1.588428020477295,0.8426098823547363,3.1721243924720097,1.9650872945785522,0.8680020570755005,2.9049924365156925,1.889933705329895,0.6649478673934937,4.62825887152877,2.820974588394165,True,1.0,USB-WMHA-AWA-MOCE
2,no_attention_shared,1.0,no_masking,0.12091907,0.0944095328450203,0.999783992767334,1.140232,0.7723796963691711,0.9807910919189453,3.174732893874496,1.79158353805542,0.8423509001731873,0.8771488070487976,2.8025353975808414,1.6053985357284546,0.8725847005844116,2.854119813260695,1.6553919315338135,0.8576762676239014,3.0164779484627453,1.7148070335388184,0.8637549877166748,2.951357034748188,1.6823257207870483,0.8687512278556824,2.8967370651639794,1.613261342048645,0.8226178288459778,3.367568275535489,1.9301393032073975,0.8446784019470215,3.1512105765140768,1.8272006511688232,0.7315951585769653,4.142444139010714,2.304142713546753,True,1.0,USB-WMHA-AWA-MOCE
3,no_attention_shared,1.0,no_masking,0.3883725,0.34639772772789,0.9977715015411377,1.9849526,0.864582896232605,0.9417874217033386,2.565073442355785,1.5249561071395874,0.8970854878425598,0.9356377720832825,2.028508963189222,1.2302441596984863,0.9354469776153564,2.031513959900054,1.250017762184143,0.9233962893486023,2.213025189152506,1.339944839477539,0.9204073548316956,2.2557863430074825,1.2924712896347046,0.9174837470054626,2.2968424061648904,1.3227429389953613,0.8939580321311951,2.603756183062028,1.6185188293457031,0.8977581262588501,2.5566767142876348,1.6575820446014404,0.7525954246520996,3.9770888783952607,2.4881274700164795,True,1.0,USB-WMHA-AWA-MOCE
4,no_attention_shared,1.0,no_masking,0.25904247,0.20762239396572113,0.9990085959434509,1.3507916,0.8391531705856323,0.9730416536331177,2.5950598109708123,1.5295077562332153,0.8946652412414551,0.927204966545105,2.157308788468,1.2604405879974365,0.920059859752655,2.2607049597029327,1.3348305225372314,0.9079909920692444,2.4253623219806357,1.429514765739441,0.9201657176017761,2.2592078520387138,1.3747599124908447,0.9083213806152344,2.4210039110431807,1.4468296766281128,0.8902624249458313,2.648738967706911,1.636284589767456,0.8946381211280823,2.5953934759636086,1.5895191431045532,0.7886782884597778,3.6756446480578595,2.1638829708099365,True,1.0,USB-WMHA-AWA-MOCE
5,no_attention_shared,1.0,no_masking,0.6355949,0.5799281001091003,0.9940313100814819,1.446144,0.9421190023422241,0.9691013097763062,2.4913035771436545,1.37233304977417,0.9029198884963989,0.9445269107818604,1.8832265944601976,0.9729249477386475,0.9435119032859802,1.900377389169767,1.0239843130111694,0.9283162355422974,2.140779475743223,1.1930972337722778,0.932039201259613,2.0844461774897924,1.1396806240081787,0.9291370511054993,2.1284875860553427,1.2075574398040771,0.8951224088668823,2.589421901034124,1.5306928157806396,0.9115496873855591,2.3779956596982985,1.5284165143966675,0.7391555309295654,4.083685464013376,2.382310390472412,True,1.0,USB-WMHA-AWA-MOCE
6,no_attention_shared,1.0,no_masking,0.44912732,0.31796568632125854,0.9970197081565857,2.6856368,1.3657320737838745,0.8934358358383179,2.5927082405585864,1.6348263025283813,0.8948560357093811,0.937936544418335,1.9919542363053706,1.3181030750274658,0.9364791512489319,2.015206700175839,1.3326771259307861,0.930727481842041,2.1044664704417655,1.412161111831665,0.9262986183166504,2.170696899558904,1.4415478706359863,0.9296457171440125,2.120834419035368,1.3854557275772095,0.8757501840591431,2.8184434609879343,1.801061749458313,0.8938254714012146,2.605383281078007,1.7688415050506592,0.7281850576400757,4.168675942742562,2.618762493133545,True,1.0,USB-WMHA-AWA-MOCE
7,no_attention_shared,1.0,no_masking,0.22023919,0.18447041511535645,0.9992833733558655,1.837815,0.8328049778938293,0.9500977396965027,2.7792651348218347,1.5616493225097656,0.8791804909706116,0.909577488899231,2.404361032951608,1.304155945777893,0.9096863865852356,2.40291304627127,1.3297971487045288,0.8917731046676636,2.630444194428702,1.4338924884796143,0.8878201842308044,2.678051062401232,1.497825026512146,0.8934484720230103,2.610005102773772,1.4861162900924683,0.8790016174316406,2.7813219211151616,1.6481035947799683,0.8900696039199829,2.651064759599173,1.6475492715835571,0.7720671892166138,3.817375442681233,2.14575457572937,True,1.0,USB-WMHA-AWA-MOCE
8,no_attention_shared,1.0,no_masking,0.20929112,0.17784282565116882,0.9993528127670288,1.5103713,0.8984575271606445,0.9662957787513733,2.6521998325680096,1.4656041860580444,0.8899754285812378,0.9241784811019897,2.2016973536757085,1.2075966596603394,0.9201028943061829,2.2600966782273013,1.2457860708236694,0.9038646817207336,2.4791505209346285,1.3694515228271484,0.9140118360519409,2.3446651452285274,1.264493703842163,0.9096072316169739,2.4039660426834235,1.2916452884674072,0.88451087474823,2.717265194993506,1.5558313131332397,0.8983376622200012,2.549420354448587,1.5390346050262451,0.7651898860931396,3.8745370403729114,2.250993490219116,True,1.0,USB-WMHA-AWA-MOCE
9,no_attention_shared,1.0,no_masking,0.16902933,0.14266254007816315,0.9995778799057007,1.9209064,1.1191976070404053,0.945483386516571,2.439944777410994,1.4167193174362183,0.9068812727928162,0.9381340742111206,1.988781639341364,1.1259887218475342,0.9343142509460449,2.049259922138992,1.178744912147522,0.9236106276512146,2.2099269538993918,1.2767431735992432,0.9235482215881348,2.2108293378812784,1.268455982208252,0.9228848218917847,2.2204008810988216,1.312225580215454,0.8954739570617676,2.5850781629244706,1.5767486095428467,0.9058069586753845,2.4539787604820407,1.503527283668518,0.8112770318984985,3.473552094841621,2.0913197994232178,True,1.0,USB-WMHA-AWA-MOCE
10,no_attention_shared,1.0,no_masking,0.23271915,0.19032135605812073,0.9991998076438904,1.0418227,0.6804588437080383,0.9839637279510498,2.4669418473581963,1.4382305145263672,0.9048092365264893,0.9376236200332642,1.9969700869754,1.1949595212936401,0.9364140033721924,2.0162396344026625,1.2236902713775635,0.9208346605300903,2.249722887564444,1.330151915550232,0.9215326905250549,2.2397826586595913,1.3084495067596436,0.9190998077392578,2.274239834393202,1.2908130884170532,0.8937585353851318,2.6062048196878744,1.5851088762283325,0.9089827537536621,2.412255163072771,1.4874485731124878,0.8002275824546814,3.573791411654591,2.0852224826812744,True,1.0,USB-WMHA-AWA-MOCE
1,no_attention_simple_avg,0.2,no_masking,0.8593643,0.6750791668891907,0.9890888333320618,2.1256163,1.4365392923355103,0.9332445859909058,2.8454792508025863,1.9351152181625366,0.8733550310134888,0.9310558438301086,2.099472424676042,1.4463410377502441,0.9288759231567383,2.1324053365216646,1.4627400636672974,0.9178229570388794,2.292117011007701,1.587428331375122,0.9073649048805237,2.433600215995122,1.6916184425354004,0.9030323028564453,2.4898600936559117,1.7206618785858154,0.8549264669418335,3.045478383337177,2.12160587310791,0.8551037311553955,3.0436174242415035,2.2726755142211914,0.6886581182479858,4.461492874661384,3.177849769592285,True,0.2,OSB-WMHA-APA-MOCE
2,no_attention_simple_avg,0.2,no_masking,0.49956954,0.39926838874816895,0.99631267786026,1.2099435,0.8125254511833191,0.9783704876899719,2.5906125131635136,1.760085940361023,0.895025908946991,0.9352114200592041,2.035216581361929,1.4855272769927979,0.932033121585846,2.0845397380830177,1.5160043239593506,0.9224347472190857,2.226871295061865,1.5717812776565552,0.9167807698249817,2.306605274985793,1.6222002506256104,0.9169067144393921,2.3048591161938097,1.5536946058273315,0.8751672506332397,2.825046866374201,1.9407618045806885,0.8897092342376709,2.6554062344677223,1.865860104560852,0.7719641923904419,3.818237614946442,2.524857997894287,True,0.2,OSB-WMHA-APA-MOCE
3,no_attention_simple_avg,0.2,no_masking,0.37504485,0.30265599489212036,0.9979218244552612,1.6846446,1.02102530002594,0.9580692052841187,2.706523368719059,1.885924220085144,0.8854221701622009,0.9268892407417297,2.1619822284698555,1.7001363039016724,0.9222109913825989,2.2300805924910265,1.7404109239578247,0.9203023314476013,2.2572735733928972,1.7263532876968384,0.9148677587509155,2.3329665259009014,1.7124972343444824,0.906364917755127,2.446700119843139,1.6899869441986084,0.8815051913261414,2.7523970993723013,1.9793978929519653,0.8728410005569458,2.851247775333244,1.909352421760559,0.7383958101272583,4.089628051782792,2.6292595863342285,True,0.2,OSB-WMHA-APA-MOCE
4,no_attention_simple_avg,0.2,no_masking,0.22091097,0.18831920623779297,0.9992789626121521,1.5068295,0.8298942446708679,0.9664536714553833,2.681195871655978,1.7410968542099,0.8875565528869629,0.9256689548492432,2.179949891625672,1.5345458984375,0.92230623960495,2.228715143792313,1.5384188890457153,0.9149560332298279,2.3317568312420454,1.5658037662506104,0.9075548648834229,2.431103652432794,1.6351510286331177,0.9027057886123657,2.4940484731165276,1.6306259632110596,0.8765453696250916,2.8094100084340665,1.8233802318572998,0.8770049810409546,2.8041759651411575,1.8074787855148315,0.7737101316452026,3.8035927202024085,2.3933701515197754,True,0.2,OSB-WMHA-APA-MOCE
5,no_attention_simple_avg,0.2,no_masking,0.3285687,0.29670843482017517,0.9984049797058105,1.3773767,0.8932236433029175,0.9719700813293457,3.1101281868867057,2.024552583694458,0.8487018346786499,0.8926271200180054,2.6200446631723326,1.7975748777389526,0.887445867061615,2.6825149788842704,1.8367462158203125,0.8795244097709656,2.7753064373007263,1.8761576414108276,0.8727828860282898,2.851899427601508,1.9319401979446411,0.8751142024993896,2.825647776106261,1.8414281606674194,0.839438796043396,3.203920888878941,2.084411859512329,0.8212443590164185,3.380580809084511,2.2011189460754395,0.7214369773864746,4.22010453695835,2.6270437240600586,True,0.2,OSB-WMHA-APA-MOCE
6,no_attention_simple_avg,0.2,no_masking,0.25660375,0.22219398617744446,0.9990271329879761,1.772007,1.1921210289001465,0.9536075592041016,3.0050351485800726,1.9291011095046997,0.8587539792060852,0.8985679745674133,2.5465313264158436,1.7441506385803223,0.8942068219184875,2.6007001667669947,1.7630764245986938,0.8861644864082336,2.697741754426817,1.7723356485366821,0.8817983865737915,2.7489898733796916,1.8489799499511719,0.8855978846549988,2.7044469875190345,1.7083148956298828,0.8475608825683594,3.121832959385584,2.0139291286468506,0.8382109999656677,3.2161472500734902,2.0423011779785156,0.7379244565963745,4.093310383495232,2.539720058441162,True,0.2,OSB-WMHA-APA-MOCE
7,no_attention_simple_avg,0.2,no_masking,0.78008974,0.6586669087409973,0.9910090565681458,1.9990208,1.271090030670166,0.9409593343734741,2.8657375900131634,1.9337297677993774,0.8715453147888184,0.9235789775848389,2.210384232273807,1.536920428276062,0.9215337634086609,2.2397669044194783,1.592806339263916,0.916583776473999,2.3093341085610324,1.6505897045135498,0.896396279335022,2.5736477903179367,1.8080182075500488,0.894139289855957,2.601529966042115,1.749414086341858,0.8668046593666077,2.9181386956869657,2.073500871658325,0.8671050667762756,2.9148463608835633,2.0756144523620605,0.6862207055091858,4.47892296889595,2.98297381401062,True,0.2,OSB-WMHA-APA-MOCE
8,no_attention_simple_avg,0.2,no_masking,0.4443629,0.3288528323173523,0.9970826506614685,1.6650201,1.1096371412277222,0.9590404033660889,2.8224942124664736,1.8026751279830933,0.8753927946090698,0.9130397439002991,2.3578809845763544,1.5969887971878052,0.9087342023849487,2.415546738712691,1.6308295726776123,0.9009349346160889,2.5166437206948546,1.6674216985702515,0.891639232635498,2.632070555694936,1.7201900482177734,0.8987925052642822,2.543711095414016,1.6054822206497192,0.8617908358573914,2.9725547101477843,1.8828192949295044,0.8799115419387817,2.770844184643906,1.8127275705337524,0.748299241065979,4.011471273632008,2.50494122505188,True,0.2,OSB-WMHA-APA-MOCE
9,no_attention_simple_avg,0.2,no_masking,0.4738344,0.38828155398368835,0.9966828227043152,2.7381375,1.5037330389022827,0.8892287611961365,2.457008058471879,1.6166605949401855,0.9055743217468262,0.9446058869361877,1.8818859812284043,1.327470302581787,0.9411757588386536,1.9392764038829917,1.3622068166732788,0.938618540763855,1.9809802596770991,1.3835136890411377,0.9306514263153076,2.1056211625174894,1.454195261001587,0.9230364561080933,2.2182163080214616,1.4619022607803345,0.8934959769248962,2.6094226947011827,1.7423158884048462,0.8915790319442749,2.6328010898422076,1.7944387197494507,0.781431257724762,3.738139023262614,2.407241106033325,True,0.2,OSB-WMHA-APA-MOCE
10,no_attention_simple_avg,0.2,no_masking,0.6143002,0.5211541056632996,0.99442458152771,1.7638602,1.2199066877365112,0.9540331363677979,2.852326758403837,1.8923004865646362,0.8727447986602783,0.9249258637428284,2.1908197553099495,1.5537998676300049,0.9216896295547485,2.2375414626046597,1.579946517944336,0.9209548830986023,2.248013679265931,1.5996856689453125,0.8984772562980652,2.5476695500517694,1.7719017267227173,0.8972055315971375,2.5635769139584084,1.6633453369140625,0.8486112952232361,3.1110583785295867,2.086085319519043,0.873134970664978,2.8479504426759235,1.970385193824768,0.6969587206840515,4.40161798379234,2.913255453109741,True,0.2,OSB-WMHA-APA-MOCE
1,shared_simple_avg,0.4,no_masking,0.76371104,0.6323146820068359,0.9913826584815979,3.052268,1.8534051179885864,0.8623545169830322,3.904988932184807,2.5398428440093994,0.7614844441413879,0.8709715604782104,2.8721307451777016,1.846758484840393,0.8618782758712769,2.971614218901741,1.9788775444030762,0.8555845022201538,3.0385636653284713,2.0016908645629883,0.8348848223686218,3.2490392878896506,2.14957332611084,0.844082236289978,3.15725193550352,2.148104429244995,0.722880482673645,4.2091554398966915,2.7810750007629395,0.686431348323822,4.477419253611105,3.089769124984741,0.41516220569610596,6.114756523768604,4.322893142700195,True,0.4,USB-MHA-APA-MOCE
2,shared_simple_avg,0.4,no_masking,0.40980282,0.35317912697792053,0.99751877784729,2.2269366,1.1972477436065674,0.9267289638519287,3.6703936246738422,2.254741668701172,0.7892816066741943,0.8626461029052734,2.963343143797327,1.7102116346359253,0.8623692989349365,2.9663273613732426,1.7382341623306274,0.8535974025726318,3.0593970012555585,1.8631553649902344,0.8364343047142029,3.2337582502344655,1.9823139905929565,0.8516587615013123,3.0795863986052754,1.9773292541503906,0.750502347946167,3.9938770160565493,2.508275032043457,0.7435881495475769,4.0488389599770604,2.6801605224609375,0.5534565448760986,5.343099811105035,3.5782525539398193,True,0.4,USB-MHA-APA-MOCE
3,shared_simple_avg,0.4,no_masking,0.3245232,0.2597004771232605,0.9984440207481384,2.8733492,1.6145375967025757,0.8780186772346497,3.910194419651675,2.4663777351379395,0.7608481049537659,0.8793602585792542,2.7771966951607983,1.7282229661941528,0.8695287108421326,2.888144588771382,1.843257188796997,0.862919807434082,2.9603887769193853,1.9208961725234985,0.8453800678253174,3.1440843347493264,2.0248727798461914,0.8381912112236023,3.2163439896834953,2.098682165145874,0.7178553342819214,4.2471476688387995,2.7642242908477783,0.7100764513015747,4.305297586786657,2.9015986919403076,0.3634730577468872,6.37925338968554,4.4492692947387695,True,0.4,USB-MHA-APA-MOCE
4,shared_simple_avg,0.4,no_masking,1.1732455,1.0222282409667969,0.9796626567840576,2.80642,1.6794297695159912,0.8836351037025452,3.7573971588213366,2.373915195465088,0.7791734337806702,0.904140830039978,2.475587574734419,1.6024316549301147,0.8973925113677979,2.5612440985876472,1.649495244026184,0.8936255574226379,2.6078349611333302,1.6928731203079224,0.8813920021057129,2.753711450058467,1.8514727354049683,0.8531495928764343,3.0640723415529894,2.0941059589385986,0.7418855428695679,4.062259373507724,2.6120405197143555,0.7298104166984558,4.15619355356994,2.8466992378234863,0.3319910764694214,6.535105174355848,4.642202854156494,True,0.4,USB-MHA-APA-MOCE
5,shared_simple_avg,0.4,no_masking,1.043792,0.7981598973274231,0.9839029908180237,2.869547,1.8859716653823853,0.8783412575721741,4.520912743968215,3.034865379333496,0.6803097724914551,0.8114818930625916,3.4716665018209514,2.308624744415283,0.7923022508621216,3.6439915100986977,2.433213710784912,0.7853950262069702,3.7040884317919125,2.469818115234375,0.7549397945404053,3.958201048129636,2.631394863128662,0.7813935279846191,3.7384617362304615,2.6975629329681396,0.6207275390625,4.924216061857211,3.3134384155273438,0.6283502578735352,4.8744805866245775,3.436354160308838,0.26788800954818726,6.841482405169521,4.988514423370361,True,0.4,USB-MHA-APA-MOCE
6,shared_simple_avg,0.4,no_masking,0.96718913,0.7364576458930969,0.986178994178772,2.912391,1.8383649587631226,0.874681293964386,4.14223739611239,2.694903612136841,0.7316219210624695,0.8514584302902222,3.081665172036694,1.973994493484497,0.8407394289970398,3.1909177819553314,2.105034112930298,0.8278474807739258,3.3175548635745495,2.2033112049102783,0.8171873092651367,3.418728291723312,2.1966731548309326,0.8315808773040771,3.2813848558597365,2.276040554046631,0.7165659666061401,4.2568409782532095,2.9161789417266846,0.6843217015266418,4.49245583437702,3.017569065093994,0.2832742929458618,6.769209196483143,4.87042760848999,True,0.4,USB-MHA-APA-MOCE
7,shared_simple_avg,0.4,no_masking,0.67305964,0.6076850891113281,0.9933069348335266,2.4938903,1.4637136459350586,0.9081093668937683,4.3848424008451,2.8143932819366455,0.6992642283439636,0.8055508732795715,3.525855070254651,2.3247668743133545,0.8047282695770264,3.533305017489808,2.344545602798462,0.7943587899208069,3.6259058116582525,2.395583152770996,0.7872376441955566,3.6881523201904596,2.41748309135437,0.798940896987915,3.5852818772763695,2.3271117210388184,0.6627745032310486,4.643245483757727,2.968355417251587,0.6308910846710205,4.857789986240146,3.2072300910949707,0.3096316456794739,6.643575573817859,4.530069828033447,True,0.4,USB-MHA-APA-MOCE
8,shared_simple_avg,0.4,no_masking,0.2704329,0.17912371456623077,0.9989194869995117,2.057176,1.0188003778457642,0.9374741315841675,3.6131628728497343,2.146575689315796,0.7958016395568848,0.8821490406990051,2.7449090825156404,1.572661280632019,0.8722367882728577,2.8580140590762393,1.6616801023483276,0.8578921556472778,3.0141892251782507,1.7771023511886597,0.851454496383667,3.0817063309004817,1.8528404235839844,0.8387079834938049,3.2112039051779138,1.985045313835144,0.7899515628814697,3.664554652365127,2.2374227046966553,0.7604168653488159,3.9137186900677152,2.4539077281951904,0.5136046409606934,5.5764289222168095,3.631945848464966,True,0.4,USB-MHA-APA-MOCE
9,shared_simple_avg,0.4,no_masking,0.99438685,0.8119882941246033,0.9853907823562622,2.8252904,1.7306820154190063,0.8820649981498718,3.8418936860260153,2.4221208095550537,0.7691298723220825,0.9078000783920288,2.4278776536247575,1.5881794691085815,0.9011052846908569,2.514479002938677,1.6866326332092285,0.8922015428543091,2.625231959675573,1.7806235551834106,0.8806459903717041,2.762357775449035,1.8770644664764404,0.8548970818519592,3.0457871280058257,2.099851369857788,0.7347103357315063,4.1183346158289,2.712294578552246,0.7025203108787537,4.361040351007456,2.977940320968628,0.27915817499160767,6.7886188744047065,4.654380798339844,True,0.4,USB-MHA-APA-MOCE
10,shared_simple_avg,0.4,no_masking,0.63724375,0.5505313873291016,0.9940003156661987,2.9924312,1.9280610084533691,0.8676984310150146,4.401376396255898,2.8460912704467773,0.6969919800758362,0.8250202536582947,3.3446859315506576,2.1610159873962402,0.8097338676452637,3.487724439173892,2.294004201889038,0.8064199090003967,3.517967156010215,2.3145577907562256,0.794622004032135,3.623584602531601,2.3706932067871094,0.7907902002334595,3.657231386637339,2.463430166244507,0.6509828567504883,4.723727197120141,3.1460721492767334,0.6367864608764648,4.8188393194922945,3.2638347148895264,0.2615799903869629,6.870892771719608,4.75512170791626,True,0.4,USB-MHA-APA-MOCE
1,minimal_model,0.4,no_masking,0.6369754,0.5064486861228943,0.9940053820610046,2.074452,1.4415783882141113,0.9364196062088013,2.5180409836831115,1.678210735321045,0.9008249044418335,0.948168933391571,1.8203565076493686,1.2737728357315063,0.9425268173217773,1.9168763944349014,1.3381050825119019,0.9323124885559082,2.0802509647968166,1.4249604940414429,0.9297537207603455,2.119205765667881,1.4641664028167725,0.9136719107627869,2.349294589067779,1.5689160823822021,0.8863198161125183,2.695900054137429,1.8411425352096558,0.8799344897270203,2.7705793240407326,1.9585901498794556,0.7739109992980957,3.8019044320157054,2.556032419204712,True,0.4,USB-WMHA-APA-MOCE
